district,tehsil,locale,sex,age_group,total_pop,illiterate,literate_total,literate_formal,literate_non_or_informal,literacy_ratio
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Male,60  --  64,2233,876,1357,1341,16,60.77
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Male,65  --  69,1424,657,767,759,8,53.86
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Male,70  --  74,1228,611,617,612,5,50.24
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Male,75 AND ABOVE,1400,813,587,571,16,41.93
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,10  --  14,12060,836,11224,11213,11,93.06999999999999
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,15  --  19,11503,1011,10492,10484,8,91.20999999999999
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,20  --  24,10955,1471,9484,9437,47,86.56999999999999
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,25  --  29,9298,1823,7475,7431,44,80.39
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,30  --  34,7741,2058,5683,5642,41,73.41
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,35  --  39,6189,1960,4229,4194,35,68.33
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,40  --  44,5212,2177,3035,3003,32,58.23
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,45  --  49,4075,2067,2008,1976,32,49.28
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,50  --  54,3588,2077,1511,1481,30,42.11
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,55  --  59,2258,1497,761,739,22,33.7
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,60  --  64,1849,1322,527,496,31,28.5
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,65  --  69,1287,993,294,280,14,22.84
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,70  --  74,907,712,195,175,20,21.5
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Female,75 AND ABOVE,1127,949,178,160,18,15.79
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,10  --  14,,,,,,
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,15  --  19,1,,1,1,,100
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,20  --  24,1,1,,,,
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,25  --  29,2,,2,2,,100
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,30  --  34,3,2,1,1,,33.33
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,35  --  39,1,1,,,,
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,40  --  44,2,1,1,1,,50
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,45  --  49,1,1,,,,
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,50  --  54,,,,,,
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,55  --  59,,,,,,
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,60  --  64,,,,,,
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,65  --  69,,,,,,
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,70  --  74,,,,,,
SHEIKHUPURA DISTRICT,MURIDKE TEHSIL,Urban,Transgender,75 AND ABOVE,1,1,,,,
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,10  --  14,13296,1766,11530,11497,33,86.72
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,15  --  19,12256,1894,10362,10339,23,84.55
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,20  --  24,10655,2140,8515,8478,37,79.92
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,25  --  29,8035,1987,6048,6001,47,75.27
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,30  --  34,6861,1875,4986,4941,45,72.67
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,35  --  39,6302,1861,4441,4413,28,70.47
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,40  --  44,5301,1840,3461,3430,31,65.29000000000001
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,45  --  49,4422,1896,2526,2500,26,57.12
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,50  --  54,4578,2251,2327,2287,40,50.83
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,55  --  59,3182,1512,1670,1646,24,52.48
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,60  --  64,2650,1385,1265,1237,28,47.74
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,65  --  69,1723,1020,703,681,22,40.8
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,70  --  74,1719,1113,606,580,26,35.25
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Male,75 AND ABOVE,2386,1683,703,659,44,29.46
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,10  --  14,12519,1656,10863,10843,20,86.77
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,15  --  19,11929,2024,9905,9867,38,83.03
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,20  --  24,10631,2627,8004,7931,73,75.29000000000001
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,25  --  29,8797,2927,5870,5790,80,66.73
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,30  --  34,7488,3152,4336,4276,60,57.91
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,35  --  39,6145,3179,2966,2907,59,48.27
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,40  --  44,5217,3244,1973,1922,51,37.82
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,45  --  49,4346,3175,1171,1123,48,26.94
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,50  --  54,3959,3018,941,892,49,23.77
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,55  --  59,2511,2019,492,467,25,19.59
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,60  --  64,2275,1919,356,307,49,15.65
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,65  --  69,1504,1339,165,142,23,10.97
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,70  --  74,1448,1300,148,110,38,10.22
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Female,75 AND ABOVE,1914,1737,177,144,33,9.25
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,10  --  14,,,,,,
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,15  --  19,3,1,2,2,,66.67
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,20  --  24,4,2,2,2,,50
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,25  --  29,2,1,1,1,,50
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,30  --  34,2,1,1,1,,50
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,35  --  39,3,2,1,1,,33.33
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,40  --  44,3,2,1,1,,33.33
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,45  --  49,4,3,1,1,,25
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,50  --  54,1,,1,1,,100
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,55  --  59,1,,1,1,,100
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,60  --  64,1,,1,1,,100
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,65  --  69,,,,,,
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,70  --  74,1,,1,1,,100
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Rural,Transgender,75 AND ABOVE,1,1,,,,
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,10  --  14,3131,275,2856,2851,5,91.22
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,15  --  19,2864,322,2542,2533,9,88.76000000000001
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,20  --  24,2511,354,2157,2150,7,85.90000000000001
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,25  --  29,2085,356,1729,1717,12,82.93000000000001
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,30  --  34,1748,330,1418,1413,5,81.12
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,35  --  39,1579,360,1219,1208,11,77.2
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,40  --  44,1321,367,954,946,8,72.22
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,45  --  49,1105,338,767,757,10,69.41
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,50  --  54,1164,393,771,753,18,66.23999999999999
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,55  --  59,785,268,517,510,7,65.86
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,60  --  64,642,213,429,419,10,66.81999999999999
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,65  --  69,341,151,190,182,8,55.72
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,70  --  74,322,162,160,157,3,49.69
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Male,75 AND ABOVE,461,261,200,188,12,43.38
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,10  --  14,2978,258,2720,2719,1,91.34
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,15  --  19,2866,305,2561,2558,3,89.36
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,20  --  24,2805,451,2354,2341,13,83.92
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,25  --  29,2472,538,1934,1920,14,78.23999999999999
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,30  --  34,1943,573,1370,1354,16,70.51000000000001
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,35  --  39,1649,569,1080,1061,19,65.48999999999999
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,40  --  44,1338,613,725,710,15,54.19
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,45  --  49,1154,600,554,535,19,48.01
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,50  --  54,1047,621,426,408,18,40.69
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,55  --  59,674,424,250,233,17,37.09
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,60  --  64,506,357,149,139,10,29.45
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,65  --  69,342,267,75,66,9,21.93
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,70  --  74,306,249,57,50,7,18.63
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Female,75 AND ABOVE,444,364,80,68,12,18.02
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,10  --  14,,,,,,
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,15  --  19,,,,,,
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,20  --  24,2,1,1,1,,50
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,25  --  29,2,1,1,1,,50
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,30  --  34,1,1,,,,
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,35  --  39,1,,1,1,,100
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,40  --  44,2,1,1,1,,50
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,45  --  49,1,,1,1,,100
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,50  --  54,,,,,,
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,55  --  59,1,1,,,,
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,60  --  64,,,,,,
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,65  --  69,1,1,,,,
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,70  --  74,,,,,,
SHEIKHUPURA DISTRICT,SAFDARABAD TEHSIL,Urban,Transgender,75 AND ABOVE,1,1,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,10  --  14,9634,1522,8112,8092,20,84.2
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,15  --  19,8336,1768,6568,6548,20,78.79000000000001
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,20  --  24,7366,1963,5403,5359,44,73.34999999999999
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,25  --  29,5694,1807,3887,3838,49,68.26000000000001
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,30  --  34,5084,1802,3282,3240,42,64.56
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,35  --  39,4883,1906,2977,2947,30,60.97
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,40  --  44,4063,1763,2300,2258,42,56.61
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,45  --  49,3086,1564,1522,1487,35,49.32
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,50  --  54,2933,1664,1269,1240,29,43.27
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,55  --  59,2070,1174,896,871,25,43.29
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,60  --  64,1889,1178,711,694,17,37.64
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,65  --  69,1282,886,396,386,10,30.89
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,70  --  74,1166,848,318,291,27,27.27
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Male,75 AND ABOVE,1505,1163,342,312,30,22.72
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,10  --  14,8905,1432,7473,7454,19,83.92
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,15  --  19,7895,1804,6091,6061,30,77.15000000000001
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,20  --  24,7254,2209,5045,5000,45,69.55
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,25  --  29,6094,2400,3694,3638,56,60.62
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,30  --  34,5299,2504,2795,2751,44,52.75
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,35  --  39,4519,2582,1937,1886,51,42.86
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,40  --  44,3671,2424,1247,1199,48,33.97
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,45  --  49,2775,2071,704,667,37,25.37
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,50  --  54,2521,2027,494,460,34,19.6
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,55  --  59,1669,1406,263,239,24,15.76
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,60  --  64,1646,1432,214,180,34,13
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,65  --  69,1078,963,115,93,22,10.67
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,70  --  74,939,849,90,64,26,9.58
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Female,75 AND ABOVE,1228,1109,119,97,22,9.69
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,10  --  14,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,15  --  19,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,20  --  24,1,,1,1,,100
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,25  --  29,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,30  --  34,2,,2,2,,100
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,35  --  39,1,1,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,40  --  44,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,45  --  49,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,50  --  54,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,55  --  59,1,1,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,60  --  64,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,65  --  69,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,70  --  74,1,1,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Rural,Transgender,75 AND ABOVE,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,10  --  14,2577,242,2335,2331,4,90.61
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,15  --  19,2292,257,2035,2029,6,88.79000000000001
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,20  --  24,1824,274,1550,1542,8,84.98
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,25  --  29,1533,307,1226,1216,10,79.97
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,30  --  34,1437,280,1157,1152,5,80.51000000000001
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,35  --  39,1297,258,1039,1032,7,80.11
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,40  --  44,1218,283,935,926,9,76.77
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,45  --  49,998,247,751,739,12,75.25
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,50  --  54,888,253,635,626,9,71.51000000000001
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,55  --  59,598,160,438,433,5,73.23999999999999
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,60  --  64,542,161,381,375,6,70.3
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,65  --  69,330,109,221,219,2,66.97
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,70  --  74,251,103,148,146,2,58.96
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Male,75 AND ABOVE,291,145,146,144,2,50.17
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,10  --  14,2406,195,2211,2208,3,91.90000000000001
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,15  --  19,2175,197,1978,1969,9,90.94
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,20  --  24,2073,295,1778,1765,13,85.77
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,25  --  29,1801,322,1479,1470,9,82.12
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,30  --  34,1548,323,1225,1218,7,79.13
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,35  --  39,1394,349,1045,1036,9,74.95999999999999
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,40  --  44,1188,394,794,783,11,66.84
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,45  --  49,811,322,489,476,13,60.3
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,50  --  54,779,343,436,428,8,55.97
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,55  --  59,538,281,257,250,7,47.77
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,60  --  64,458,273,185,174,11,40.39
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,65  --  69,251,163,88,80,8,35.06
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,70  --  74,185,123,62,57,5,33.51
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Female,75 AND ABOVE,246,181,65,55,10,26.42
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,10  --  14,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,15  --  19,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,20  --  24,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,25  --  29,1,,1,1,,100
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,30  --  34,1,1,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,35  --  39,1,,1,,1,100
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,40  --  44,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,45  --  49,1,1,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,50  --  54,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,55  --  59,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,60  --  64,1,1,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,65  --  69,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,70  --  74,,,,,,
SHEIKHUPURA DISTRICT,SHARAK PUR TEHSIL,Urban,Transgender,75 AND ABOVE,1,1,,,,
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,10  --  14,57868,8356,49512,49414,98,85.56
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,15  --  19,53906,10535,43371,43243,128,80.45999999999999
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,20  --  24,49403,11681,37722,37496,226,76.36
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,25  --  29,39339,11374,27965,27759,206,71.09
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,30  --  34,33219,10447,22772,22568,204,68.55
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,35  --  39,29535,10179,19356,19175,181,65.54000000000001
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,40  --  44,24146,9659,14487,14320,167,60
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,45  --  49,19786,9286,10500,10354,146,53.07
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,50  --  54,18606,9674,8932,8764,168,48.01
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,55  --  59,12645,6723,5922,5822,100,46.83
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,60  --  64,9995,5716,4279,4178,101,42.81
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,65  --  69,6174,3924,2250,2190,60,36.44
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,70  --  74,5852,4062,1790,1730,60,30.59
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Male,75 AND ABOVE,8115,6205,1910,1801,109,23.54
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,10  --  14,53749,7603,46146,46058,88,85.84999999999999
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,15  --  19,50833,9563,41270,41143,127,81.19
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,20  --  24,45084,12434,32650,32443,207,72.42
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,25  --  29,36749,13358,23391,23168,223,63.65
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,30  --  34,31791,14357,17434,17201,233,54.84
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,35  --  39,26419,14588,11831,11620,211,44.78
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,40  --  44,22030,14284,7746,7545,201,35.16
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,45  --  49,17368,12667,4701,4541,160,27.07
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,50  --  54,15393,12006,3387,3205,182,22
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,55  --  59,9965,8214,1751,1640,111,17.57
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,60  --  64,8336,7198,1138,1019,119,13.65
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,65  --  69,5674,5095,579,526,53,10.2
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,70  --  74,4946,4493,453,380,73,9.16
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Female,75 AND ABOVE,6709,6136,573,450,123,8.539999999999999
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Transgender,10  --  14,,,,,,
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Transgender,15  --  19,12,5,7,7,,58.33
SHEIKHUPURA DISTRICT,SHEIKHUPURA TEHSIL,Rural,Transgender,20  --  24,11,9,2,2,,18.18
