district,localities,head,water_type,source,owned,rented,rentfree,total,pct
KHARAN DISTRICT,Urban,Source Of Drinking Water,Outside,Others,182,5,11,198,3.18
KHARAN DISTRICT,Urban,Cooking Fuel Used,,Wood,5756,178,175,6109,98.12
KHARAN DISTRICT,Urban,Cooking Fuel Used,,Gas,78,3,5,86,1.38
KHARAN DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,13,,,13,.21
KHARAN DISTRICT,Urban,Cooking Fuel Used,,Others,17,,1,18,.29
KHARAN DISTRICT,Urban,Source Of Lighting,,Electricity,5680,173,167,6020,96.69
KHARAN DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,147,7,10,164,2.63
KHARAN DISTRICT,Urban,Source Of Lighting,,Gas Lamp,2,,,2,.03
KHARAN DISTRICT,Urban,Source Of Lighting,,ÓThers,35,1,4,40,.64
KHARAN DISTRICT,Urban,Source Of Lighting,,Total,5864,181,181,6226,100
KHARAN DISTRICT,Urban,Source Of Lighting,,Percent,94.19,2.91,2.91,100,
KHUSHAB DISTRICT,All,Source Of Drinking Water,Inside,Tap,67479,2532,3777,73788,35.23
KHUSHAB DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,81452,2633,3495,87580,41.81
KHUSHAB DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,620,31,67,718,.34
KHUSHAB DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,558,13,49,620,.3
KHUSHAB DISTRICT,All,Source Of Drinking Water,Inside,Others,6034,188,670,6892,3.29
KHUSHAB DISTRICT,All,Source Of Drinking Water,Outside,Tap,10302,600,812,11714,5.59
KHUSHAB DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,12371,1485,909,14765,7.05
KHUSHAB DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,739,13,49,801,.38
KHUSHAB DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,411,10,16,437,.21
KHUSHAB DISTRICT,All,Source Of Drinking Water,Outside,Spring,1734,4,115,1853,.88
KHUSHAB DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,2664,75,395,3134,1.5
KHUSHAB DISTRICT,All,Source Of Drinking Water,Outside,Others,6346,278,540,7164,3.42
KHUSHAB DISTRICT,All,Cooking Fuel Used,,Wood,164078,3871,9127,177076,84.54000000000001
KHUSHAB DISTRICT,All,Cooking Fuel Used,,Gas,24205,3602,1480,29287,13.98
KHUSHAB DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,144,3,31,178,.08
KHUSHAB DISTRICT,All,Cooking Fuel Used,,Others,2283,386,256,2925,1.4
KHUSHAB DISTRICT,All,Source Of Lighting,,Electricity,168342,7610,7830,183782,87.73999999999999
KHUSHAB DISTRICT,All,Source Of Lighting,,Kerosene Oil,4429,67,1086,5582,2.66
KHUSHAB DISTRICT,All,Source Of Lighting,,Gas Lamp,228,8,30,266,.13
KHUSHAB DISTRICT,All,Source Of Lighting,,ÓThers,17711,177,1948,19836,9.470000000000001
KHUSHAB DISTRICT,All,Source Of Lighting,,Total,190710,7862,10894,209466,100
KHUSHAB DISTRICT,All,Source Of Lighting,,Percent,91.05,3.75,5.2,100,
KHUSHAB DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,49708,627,2964,53299,35.19
KHUSHAB DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,58313,421,2729,61463,40.58
KHUSHAB DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,573,25,63,661,.44
KHUSHAB DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,507,8,47,562,.37
KHUSHAB DISTRICT,Rural,Source Of Drinking Water,Inside,Others,4690,48,543,5281,3.49
KHUSHAB DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,7447,185,621,8253,5.45
KHUSHAB DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,9075,709,635,10419,6.88
KHUSHAB DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,734,13,49,796,.53
KHUSHAB DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,405,9,15,429,.28
KHUSHAB DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,1723,3,112,1838,1.21
KHUSHAB DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,2311,12,344,2667,1.76
KHUSHAB DISTRICT,Rural,Source Of Drinking Water,Outside,Others,5278,62,467,5807,3.83
KHUSHAB DISTRICT,Rural,Cooking Fuel Used,,Wood,135946,1182,7684,144812,95.59999999999999
KHUSHAB DISTRICT,Rural,Cooking Fuel Used,,Gas,3488,879,692,5059,3.34
KHUSHAB DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,112,2,31,145,.1
KHUSHAB DISTRICT,Rural,Cooking Fuel Used,,Others,1218,59,182,1459,.96
KHUSHAB DISTRICT,Rural,Source Of Lighting,,Electricity,119744,2007,5902,127653,84.27
KHUSHAB DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,4206,42,1024,5272,3.48
KHUSHAB DISTRICT,Rural,Source Of Lighting,,Gas Lamp,206,7,19,232,.15
KHUSHAB DISTRICT,Rural,Source Of Lighting,,ÓThers,16608,66,1644,18318,12.09
KHUSHAB DISTRICT,Rural,Source Of Lighting,,Total,140764,2122,8589,151475,100
KHUSHAB DISTRICT,Rural,Source Of Lighting,,Percent,92.93000000000001,1.4,5.67,100,
KHUSHAB DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,17771,1905,813,20489,35.33
KHUSHAB DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,23139,2212,766,26117,45.04
KHUSHAB DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,47,6,4,57,.1
KHUSHAB DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,51,5,2,58,.1
KHUSHAB DISTRICT,Urban,Source Of Drinking Water,Inside,Others,1344,140,127,1611,2.78
KHUSHAB DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,2855,415,191,3461,5.97
KHUSHAB DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,3296,776,274,4346,7.49
KHUSHAB DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,5,,,5,.01
KHUSHAB DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,6,1,1,8,.01
KHUSHAB DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,11,1,3,15,.03
KHUSHAB DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,353,63,51,467,.8100000000000001
KHUSHAB DISTRICT,Urban,Source Of Drinking Water,Outside,Others,1068,216,73,1357,2.34
KHUSHAB DISTRICT,Urban,Cooking Fuel Used,,Wood,28132,2689,1443,32264,55.64
KHUSHAB DISTRICT,Urban,Cooking Fuel Used,,Gas,20717,2723,788,24228,41.78
KHUSHAB DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,32,1,,33,.06
KHUSHAB DISTRICT,Urban,Cooking Fuel Used,,Others,1065,327,74,1466,2.53
KHUSHAB DISTRICT,Urban,Source Of Lighting,,Electricity,48598,5603,1928,56129,96.79000000000001
KHUSHAB DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,223,25,62,310,.53
KHUSHAB DISTRICT,Urban,Source Of Lighting,,Gas Lamp,22,1,11,34,.06
KHUSHAB DISTRICT,Urban,Source Of Lighting,,ÓThers,1103,111,304,1518,2.62
KHUSHAB DISTRICT,Urban,Source Of Lighting,,Total,49946,5740,2305,57991,100
KHUSHAB DISTRICT,Urban,Source Of Lighting,,Percent,86.13,9.9,3.97,100,
KHUZDAR DISTRICT,All,Source Of Drinking Water,Inside,Tap,26985,2033,1905,30923,26.07
KHUZDAR DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,6287,300,208,6795,5.73
KHUZDAR DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,12202,255,276,12733,10.74
KHUZDAR DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,10286,118,202,10606,8.94
KHUZDAR DISTRICT,All,Source Of Drinking Water,Inside,Others,21574,355,701,22630,19.08
KHUZDAR DISTRICT,All,Source Of Drinking Water,Outside,Tap,2164,150,128,2442,2.06
KHUZDAR DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,2797,54,323,3174,2.68
KHUZDAR DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,2762,42,193,2997,2.53
KHUZDAR DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,4497,13,48,4558,3.84
KHUZDAR DISTRICT,All,Source Of Drinking Water,Outside,Spring,5056,19,162,5237,4.42
KHUZDAR DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,6989,56,243,7288,6.15
KHUZDAR DISTRICT,All,Source Of Drinking Water,Outside,Others,8136,422,657,9215,7.77
KHUZDAR DISTRICT,All,Cooking Fuel Used,,Wood,104193,2925,4491,111609,94.11
KHUZDAR DISTRICT,All,Cooking Fuel Used,,Gas,1354,791,222,2367,2
KHUZDAR DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,657,38,20,715,.6
KHUZDAR DISTRICT,All,Cooking Fuel Used,,Others,3531,63,313,3907,3.29
KHUZDAR DISTRICT,All,Source Of Lighting,,Electricity,48035,3449,2929,54413,45.88
KHUZDAR DISTRICT,All,Source Of Lighting,,Kerosene Oil,20641,174,761,21576,18.19
KHUZDAR DISTRICT,All,Source Of Lighting,,Gas Lamp,414,10,19,443,.37
KHUZDAR DISTRICT,All,Source Of Lighting,,ÓThers,40645,184,1337,42166,35.55
KHUZDAR DISTRICT,All,Source Of Lighting,,Total,109735,3817,5046,118598,100
KHUZDAR DISTRICT,All,Source Of Lighting,,Percent,92.53,3.22,4.25,100,
KHUZDAR DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,9656,56,375,10087,12.51
KHUZDAR DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,2829,20,115,2964,3.68
KHUZDAR DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,9134,98,164,9396,11.66
KHUZDAR DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,9757,37,172,9966,12.36
KHUZDAR DISTRICT,Rural,Source Of Drinking Water,Inside,Others,18304,62,470,18836,23.37
KHUZDAR DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,1200,2,36,1238,1.54
KHUZDAR DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,2255,6,261,2522,3.13
KHUZDAR DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,2392,9,142,2543,3.15
KHUZDAR DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,4458,11,45,4514,5.6
KHUZDAR DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,4931,16,138,5085,6.31
KHUZDAR DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,6265,46,222,6533,8.1
KHUZDAR DISTRICT,Rural,Source Of Drinking Water,Outside,Others,6404,27,501,6932,8.6
KHUZDAR DISTRICT,Rural,Cooking Fuel Used,,Wood,73120,319,2337,75776,94
KHUZDAR DISTRICT,Rural,Cooking Fuel Used,,Gas,501,13,33,547,.68
KHUZDAR DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,611,25,10,646,.8
KHUZDAR DISTRICT,Rural,Cooking Fuel Used,,Others,3353,33,261,3647,4.52
KHUZDAR DISTRICT,Rural,Source Of Lighting,,Electricity,17390,118,741,18249,22.64
KHUZDAR DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,19818,126,683,20627,25.59
KHUZDAR DISTRICT,Rural,Source Of Lighting,,Gas Lamp,393,6,15,414,.51
KHUZDAR DISTRICT,Rural,Source Of Lighting,,ÓThers,39984,140,1202,41326,51.26
KHUZDAR DISTRICT,Rural,Source Of Lighting,,Total,77585,390,2641,80616,100
KHUZDAR DISTRICT,Rural,Source Of Lighting,,Percent,96.23999999999999,.48,3.28,100,
KHUZDAR DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,17329,1977,1530,20836,54.86
KHUZDAR DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,3458,280,93,3831,10.09
KHUZDAR DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,3068,157,112,3337,8.789999999999999
KHUZDAR DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,529,81,30,640,1.69
KHUZDAR DISTRICT,Urban,Source Of Drinking Water,Inside,Others,3270,293,231,3794,9.99
KHUZDAR DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,964,148,92,1204,3.17
KHUZDAR DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,542,48,62,652,1.72
KHUZDAR DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,370,33,51,454,1.2
KHUZDAR DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,39,2,3,44,.12
KHUZDAR DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,125,3,24,152,.4
KHUZDAR DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,724,10,21,755,1.99
KHUZDAR DISTRICT,Urban,Source Of Drinking Water,Outside,Others,1732,395,156,2283,6.01
KHUZDAR DISTRICT,Urban,Cooking Fuel Used,,Wood,31073,2606,2154,35833,94.34
KHUZDAR DISTRICT,Urban,Cooking Fuel Used,,Gas,853,778,189,1820,4.79
KHUZDAR DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,46,13,10,69,.18
KHUZDAR DISTRICT,Urban,Cooking Fuel Used,,Others,178,30,52,260,.68
KHUZDAR DISTRICT,Urban,Source Of Lighting,,Electricity,30645,3331,2188,36164,95.20999999999999
KHUZDAR DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,823,48,78,949,2.5
KHUZDAR DISTRICT,Urban,Source Of Lighting,,Gas Lamp,21,4,4,29,.08
KHUZDAR DISTRICT,Urban,Source Of Lighting,,ÓThers,661,44,135,840,2.21
KHUZDAR DISTRICT,Urban,Source Of Lighting,,Total,32150,3427,2405,37982,100
KHUZDAR DISTRICT,Urban,Source Of Lighting,,Percent,84.65000000000001,9.02,6.33,100,
KHYBER AGENCY,All,Source Of Drinking Water,Inside,Tap,29855,2788,1548,34191,30.61
KHYBER AGENCY,All,Source Of Drinking Water,Inside,Electric/Hand Pump,5515,122,133,5770,5.16
KHYBER AGENCY,All,Source Of Drinking Water,Inside,Protected Well,8640,124,251,9015,8.07
KHYBER AGENCY,All,Source Of Drinking Water,Inside,Un-Protected Well,4168,72,148,4388,3.93
KHYBER AGENCY,All,Source Of Drinking Water,Inside,Others,14705,654,749,16108,14.42
KHYBER AGENCY,All,Source Of Drinking Water,Outside,Tap,4408,627,335,5370,4.81
KHYBER AGENCY,All,Source Of Drinking Water,Outside,Electric / Hand Pump,2723,218,135,3076,2.75
KHYBER AGENCY,All,Source Of Drinking Water,Outside,Protected Well,7094,212,340,7646,6.84
KHYBER AGENCY,All,Source Of Drinking Water,Outside,Un-Protected Well,3564,39,184,3787,3.39
KHYBER AGENCY,All,Source Of Drinking Water,Outside,Spring,7622,50,239,7911,7.08
KHYBER AGENCY,All,Source Of Drinking Water,Outside,Canal / River / Pond,4446,41,399,4886,4.37
KHYBER AGENCY,All,Source Of Drinking Water,Outside,Others,8228,779,560,9567,8.56
KHYBER AGENCY,All,Cooking Fuel Used,,Wood,92038,5184,4707,101929,91.23999999999999
KHYBER AGENCY,All,Cooking Fuel Used,,Gas,6460,293,175,6928,6.2
KHYBER AGENCY,All,Cooking Fuel Used,,Kerosene Oil,260,7,10,277,.25
KHYBER AGENCY,All,Cooking Fuel Used,,Others,2210,242,129,2581,2.31
KHYBER AGENCY,All,Source Of Lighting,,Electricity,42948,3756,2369,49073,43.93
KHYBER AGENCY,All,Source Of Lighting,,Kerosene Oil,1811,34,52,1897,1.7
KHYBER AGENCY,All,Source Of Lighting,,Gas Lamp,228,12,26,266,.24
KHYBER AGENCY,All,Source Of Lighting,,ÓThers,55981,1924,2574,60479,54.14
KHYBER AGENCY,All,Source Of Lighting,,Total,100968,5726,5021,111715,100
KHYBER AGENCY,All,Source Of Lighting,,Percent,90.38,5.13,4.49,100,
KHYBER AGENCY,Rural,Source Of Drinking Water,Inside,Tap,26478,1901,1356,29735,29.77
KHYBER AGENCY,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,4381,102,108,4591,4.6
KHYBER AGENCY,Rural,Source Of Drinking Water,Inside,Protected Well,8252,92,233,8577,8.59
KHYBER AGENCY,Rural,Source Of Drinking Water,Inside,Un-Protected Well,4088,47,141,4276,4.28
KHYBER AGENCY,Rural,Source Of Drinking Water,Inside,Others,13565,305,702,14572,14.59
KHYBER AGENCY,Rural,Source Of Drinking Water,Outside,Tap,4061,413,301,4775,4.78
KHYBER AGENCY,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,2194,156,95,2445,2.45
KHYBER AGENCY,Rural,Source Of Drinking Water,Outside,Protected Well,6199,166,313,6678,6.69
KHYBER AGENCY,Rural,Source Of Drinking Water,Outside,Un-Protected Well,3343,38,175,3556,3.56
KHYBER AGENCY,Rural,Source Of Drinking Water,Outside,Spring,7317,49,231,7597,7.61
KHYBER AGENCY,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,4421,40,399,4860,4.87
KHYBER AGENCY,Rural,Source Of Drinking Water,Outside,Others,7174,538,514,8226,8.24
KHYBER AGENCY,Rural,Cooking Fuel Used,,Wood,84780,3584,4331,92695,92.8
KHYBER AGENCY,Rural,Cooking Fuel Used,,Gas,4518,165,121,4804,4.81
KHYBER AGENCY,Rural,Cooking Fuel Used,,Kerosene Oil,255,6,8,269,.27
KHYBER AGENCY,Rural,Cooking Fuel Used,,Others,1920,92,108,2120,2.12
KHYBER AGENCY,Rural,Source Of Lighting,,Electricity,40106,2755,2223,45084,45.13
KHYBER AGENCY,Rural,Source Of Lighting,,Kerosene Oil,1792,28,51,1871,1.87
KHYBER AGENCY,Rural,Source Of Lighting,,Gas Lamp,216,9,26,251,.25
KHYBER AGENCY,Rural,Source Of Lighting,,ÓThers,49359,1055,2268,52682,52.74
KHYBER AGENCY,Rural,Source Of Lighting,,Total,91473,3847,4568,99888,100
KHYBER AGENCY,Rural,Source Of Lighting,,Percent,91.58,3.85,4.57,100,
KHYBER AGENCY,Urban,Source Of Drinking Water,Inside,Tap,3377,887,192,4456,37.68
KHYBER AGENCY,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,1134,20,25,1179,9.970000000000001
KHYBER AGENCY,Urban,Source Of Drinking Water,Inside,Protected Well,388,32,18,438,3.7
KHYBER AGENCY,Urban,Source Of Drinking Water,Inside,Un-Protected Well,80,25,7,112,.95
KHYBER AGENCY,Urban,Source Of Drinking Water,Inside,Others,1140,349,47,1536,12.99
KHYBER AGENCY,Urban,Source Of Drinking Water,Outside,Tap,347,214,34,595,5.03
KHYBER AGENCY,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,529,62,40,631,5.34
KHYBER AGENCY,Urban,Source Of Drinking Water,Outside,Protected Well,895,46,27,968,8.18
KHYBER AGENCY,Urban,Source Of Drinking Water,Outside,Un-Protected Well,221,1,9,231,1.95
KHYBER AGENCY,Urban,Source Of Drinking Water,Outside,Spring,305,1,8,314,2.65
KHYBER AGENCY,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,25,1,,26,.22
KHYBER AGENCY,Urban,Source Of Drinking Water,Outside,Others,1054,241,46,1341,11.34
KHYBER AGENCY,Urban,Cooking Fuel Used,,Wood,7258,1600,376,9234,78.08
KHYBER AGENCY,Urban,Cooking Fuel Used,,Gas,1942,128,54,2124,17.96
KHYBER AGENCY,Urban,Cooking Fuel Used,,Kerosene Oil,5,1,2,8,.07
KHYBER AGENCY,Urban,Cooking Fuel Used,,Others,290,150,21,461,3.9
KHYBER AGENCY,Urban,Source Of Lighting,,Electricity,2842,1001,146,3989,33.73
KHYBER AGENCY,Urban,Source Of Lighting,,Kerosene Oil,19,6,1,26,.22
KHYBER AGENCY,Urban,Source Of Lighting,,Gas Lamp,12,3,,15,.13
KHYBER AGENCY,Urban,Source Of Lighting,,ÓThers,6622,869,306,7797,65.93000000000001
KHYBER AGENCY,Urban,Source Of Lighting,,Total,9495,1879,453,11827,100
KHYBER AGENCY,Urban,Source Of Lighting,,Percent,80.28,15.89,3.83,100,
KILLA ABDULLAH DISTRICT,All,Source Of Drinking Water,Inside,Tap,60585,1905,1739,64229,66.45
KILLA ABDULLAH DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,2069,71,49,2189,2.26
KILLA ABDULLAH DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,6409,190,160,6759,6.99
KILLA ABDULLAH DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,2159,69,23,2251,2.33
KILLA ABDULLAH DISTRICT,All,Source Of Drinking Water,Inside,Others,9042,294,338,9674,10.01
KILLA ABDULLAH DISTRICT,All,Source Of Drinking Water,Outside,Tap,2064,99,205,2368,2.45
KILLA ABDULLAH DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,388,,11,399,.41
KILLA ABDULLAH DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,588,1,19,608,.63
KILLA ABDULLAH DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,312,7,8,327,.34
KILLA ABDULLAH DISTRICT,All,Source Of Drinking Water,Outside,Spring,2494,18,36,2548,2.64
KILLA ABDULLAH DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,1189,30,122,1341,1.39
KILLA ABDULLAH DISTRICT,All,Source Of Drinking Water,Outside,Others,3393,348,230,3971,4.11
KILLA ABDULLAH DISTRICT,All,Cooking Fuel Used,,Wood,85092,2566,2606,90264,93.38
KILLA ABDULLAH DISTRICT,All,Cooking Fuel Used,,Gas,3198,348,189,3735,3.86
KILLA ABDULLAH DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,324,9,19,352,.36
KILLA ABDULLAH DISTRICT,All,Cooking Fuel Used,,Others,2078,109,126,2313,2.39
KILLA ABDULLAH DISTRICT,All,Source Of Lighting,,Electricity,74371,2619,2262,79252,81.98999999999999
KILLA ABDULLAH DISTRICT,All,Source Of Lighting,,Kerosene Oil,4175,126,93,4394,4.55
KILLA ABDULLAH DISTRICT,All,Source Of Lighting,,Gas Lamp,586,20,15,621,.64
KILLA ABDULLAH DISTRICT,All,Source Of Lighting,,ÓThers,11560,267,570,12397,12.82
KILLA ABDULLAH DISTRICT,All,Source Of Lighting,,Total,90692,3032,2940,96664,100
KILLA ABDULLAH DISTRICT,All,Source Of Lighting,,Percent,93.81999999999999,3.14,3.04,100,
KILLA ABDULLAH DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,48200,715,1321,50236,64.7
KILLA ABDULLAH DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,1436,26,34,1496,1.93
KILLA ABDULLAH DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,5377,84,149,5610,7.23
KILLA ABDULLAH DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,2021,45,22,2088,2.69
KILLA ABDULLAH DISTRICT,Rural,Source Of Drinking Water,Inside,Others,8013,157,222,8392,10.81
KILLA ABDULLAH DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,1716,11,71,1798,2.32
KILLA ABDULLAH DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,383,,11,394,.51
KILLA ABDULLAH DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,583,1,18,602,.78
KILLA ABDULLAH DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,310,7,8,325,.42
KILLA ABDULLAH DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,2490,12,35,2537,3.27
KILLA ABDULLAH DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,1158,19,117,1294,1.67
KILLA ABDULLAH DISTRICT,Rural,Source Of Drinking Water,Outside,Others,2615,53,200,2868,3.69
KILLA ABDULLAH DISTRICT,Rural,Cooking Fuel Used,,Wood,69944,1012,2043,72999,94.02
KILLA ABDULLAH DISTRICT,Rural,Cooking Fuel Used,,Gas,2109,61,31,2201,2.83
KILLA ABDULLAH DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,267,4,13,284,.37
KILLA ABDULLAH DISTRICT,Rural,Cooking Fuel Used,,Others,1982,53,121,2156,2.78
KILLA ABDULLAH DISTRICT,Rural,Source Of Lighting,,Electricity,58422,858,1593,60873,78.40000000000001
KILLA ABDULLAH DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,4070,95,85,4250,5.47
KILLA ABDULLAH DISTRICT,Rural,Source Of Lighting,,Gas Lamp,552,14,15,581,.75
KILLA ABDULLAH DISTRICT,Rural,Source Of Lighting,,ÓThers,11258,163,515,11936,15.37
KILLA ABDULLAH DISTRICT,Rural,Source Of Lighting,,Total,74302,1130,2208,77640,100
KILLA ABDULLAH DISTRICT,Rural,Source Of Lighting,,Percent,95.7,1.46,2.84,100,
KILLA ABDULLAH DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,12385,1190,418,13993,73.55
KILLA ABDULLAH DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,633,45,15,693,3.64
KILLA ABDULLAH DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,1032,106,11,1149,6.04
KILLA ABDULLAH DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,138,24,1,163,.86
KILLA ABDULLAH DISTRICT,Urban,Source Of Drinking Water,Inside,Others,1029,137,116,1282,6.74
KILLA ABDULLAH DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,348,88,134,570,3
KILLA ABDULLAH DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,5,,,5,.03
KILLA ABDULLAH DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,5,,1,6,.03
